run,batch_index,query_indices,query_count,batch_latency_ns,recall_at_10,result_ids
0,0,13;11;19;46;37;27;7;15,8,10542470,1.0,"[[""2793"", ""4369"", ""95"", ""403"", ""1832"", ""1445"", ""2493"", ""1870"", ""3134"", ""2215""], [""563"", ""474"", ""2480"", ""1277"", ""1585"", ""4157"", ""929"", ""3988"", ""1353"", ""1570""], [""1497"", ""3182"", ""1670"", ""813"", ""529"", ""1694"", ""3627"", ""2574"", ""14"", ""543""], [""479"", ""561"", ""1731"", ""4427"", ""663"", ""2413"", ""4201"", ""3988"", ""1127"", ""3089""], [""465"", ""4109"", ""2621"", ""874"", ""1531"", ""1367"", ""2627"", ""1636"", ""875"", ""1141""], [""685"", ""2294"", ""1367"", ""888"", ""1417"", ""1701"", ""998"", ""3273"", ""207"", ""31""], [""1585"", ""1992"", ""3857"", ""846"", ""2224"", ""2618"", ""1841"", ""547"", ""1161"", ""293""], [""2907"", ""781"", ""3121"", ""2389"", ""833"", ""3134"", ""4880"", ""2579"", ""2221"", ""2453""]]"
0,1,41;50;24;8;17;23;60;49,8,10735649,1.0,"[[""863"", ""1127"", ""4263"", ""2113"", ""2842"", ""3012"", ""765"", ""781"", ""511"", ""1223""], [""1417"", ""1763"", ""1318"", ""1076"", ""3202"", ""3164"", ""2548"", ""2262"", ""1329"", ""3933""], [""929"", ""3077"", ""470"", ""1609"", ""4426"", ""3779"", ""1570"", ""4393"", ""1810"", ""3857""], [""2583"", ""3105"", ""2838"", ""95"", ""3933"", ""4937"", ""3988"", ""3190"", ""3317"", ""2382""], [""3495"", ""317"", ""3164"", ""915"", ""629"", ""2640"", ""3520"", ""1387"", ""4214"", ""3988""], [""626"", ""103"", ""846"", ""2548"", ""879"", ""1838"", ""4742"", ""3033"", ""2123"", ""1370""], [""941"", ""4214"", ""353"", ""405"", ""1096"", ""1076"", ""2473"", ""1029"", ""1318"", ""2151""], [""2509"", ""2571"", ""1076"", ""897"", ""1802"", ""629"", ""2111"", ""1205"", ""1082"", ""813""]]"
0,2,22;25;3;16;34;31;9;12,8,10355919,1.0,"[[""541"", ""320"", ""141"", ""501"", ""879"", ""1663"", ""4024"", ""3506"", ""181"", ""1063""], [""4189"", ""2917"", ""4742"", ""221"", ""1055"", ""1713"", ""2301"", ""4313"", ""2353"", ""1161""], [""1217"", ""3851"", ""4404"", ""1585"", ""3077"", ""1387"", ""1229"", ""1992"", ""3598"", ""945""], [""1841"", ""1277"", ""3"", ""3213"", ""4446"", ""3724"", ""2962"", ""1141"", ""3857"", ""3994""], [""4452"", ""883"", ""1802"", ""346"", ""3797"", ""4571"", ""929"", ""3994"", ""4165"", ""3520""], [""2473"", ""359"", ""2344"", ""95"", ""2509"", ""2353"", ""81"", ""506"", ""2526"", ""893""], [""1318"", ""4992"", ""1082"", ""2084"", ""3397"", ""1217"", ""1370"", ""2938"", ""2269"", ""3627""], [""4446"", ""4642"", ""4045"", ""4374"", ""846"", ""3329"", ""1684"", ""4557"", ""4201"", ""3781""]]"
0,3,14;2;29;30;33;53;44;35,8,10864562,1.0,"[[""1702"", ""2269"", ""353"", ""4880"", ""1841"", ""803"", ""4859"", ""1370"", ""4393"", ""445""], [""1389"", ""1329"", ""4641"", ""605"", ""1141"", ""3045"", ""1047"", ""430"", ""3779"", ""2583""], [""2618"", ""1358"", ""4634"", ""1721"", ""3988"", ""4712"", ""533"", ""1774"", ""3202"", ""1870""], [""1694"", ""4704"", ""1329"", ""4404"", ""207"", ""4157"", ""3089"", ""4165"", ""1226"", ""1448""], [""658"", ""2344"", ""4634"", ""3246"", ""1829"", ""4452"", ""4512"", ""1832"", ""4929"", ""346""], [""346"", ""546"", ""3141"", ""1122"", ""2557"", ""2613"", ""1362"", ""3077"", ""2224"", ""3627""], [""893"", ""498"", ""3527"", ""3475"", ""1470"", ""3164"", ""1229"", ""4992"", ""1585"", ""1870""], [""319"", ""261"", ""4032"", ""2723"", ""3324"", ""863"", ""3781"", ""25"", ""2093"", ""4712""]]"
0,4,43;55;21;39;1;56;32;45,8,10880096,1.0,"[[""1346"", ""593"", ""2093"", ""2509"", ""1211"", ""1122"", ""463"", ""2001"", ""97"", ""624""], [""401"", ""2622"", ""597"", ""97"", ""789"", ""1185"", ""889"", ""4492"", ""35"", ""3698""], [""2145"", ""3182"", ""3164"", ""331"", ""639"", ""1474"", ""1397"", ""1189"", ""3324"", ""370""], [""143"", ""1226"", ""929"", ""17"", ""4580"", ""253"", ""1810"", ""113"", ""503"", ""4320""], [""293"", ""1319"", ""3266"", ""411"", ""1112"", ""141"", ""2295"", ""1189"", ""949"", ""3182""], [""4414"", ""1310"", ""1047"", ""879"", ""2215"", ""1362"", ""1061"", ""702"", ""3698"", ""470""], [""465"", ""3980"", ""411"", ""1082"", ""1637"", ""605"", ""3204"", ""2221"", ""2362"", ""503""], [""2262"", ""82"", ""1713"", ""3933"", ""4992"", ""3204"", ""382"", ""3246"", ""35"", ""4591""]]"
0,5,54;18;10;51;0;47;5;63,8,10691333,1.0,"[[""659"", ""3541"", ""125"", ""1547"", ""2579"", ""2621"", ""561"", ""31"", ""2574"", ""2548""], [""35"", ""4263"", ""67"", ""2301"", ""764"", ""2171"", ""3396"", ""3202"", ""279"", ""1585""], [""125"", ""1263"", ""629"", ""430"", ""243"", ""2861"", ""889"", ""3779"", ""1609"", ""1391""], [""37"", ""1076"", ""3988"", ""3598"", ""2618"", ""2471"", ""293"", ""359"", ""1358"", ""275""], [""1859"", ""113"", ""897"", ""3317"", ""346"", ""293"", ""639"", ""41"", ""3779"", ""263""], [""857"", ""125"", ""2907"", ""4316"", ""597"", ""605"", ""1505"", ""1167"", ""1713"", ""1277""], [""4984"", ""1763"", ""279"", ""3045"", ""757"", ""2823"", ""3988"", ""4719"", ""3113"", ""31""], [""335"", ""430"", ""605"", ""1042"", ""3077"", ""2574"", ""401"", ""2618"", ""2627"", ""789""]]"
0,6,38;48;52;20;58;61;6;59,8,10457753,1.0,"[[""2473"", ""1433"", ""3709"", ""4626"", ""629"", ""1353"", ""2801"", ""119"", ""4157"", ""2627""], [""487"", ""4063"", ""1915"", ""2493"", ""403"", ""1657"", ""4512"", ""4379"", ""2315"", ""4929""], [""2480"", ""3324"", ""3518"", ""1665"", ""2917"", ""4446"", ""4063"", ""4052"", ""4724"", ""4320""], [""4316"", ""3864"", ""997"", ""4580"", ""463"", ""1097"", ""503"", ""3774"", ""1061"", ""1763""], [""2111"", ""3797"", ""2171"", ""3698"", ""4316"", ""701"", ""3392"", ""19"", ""1362"", ""243""], [""1401"", ""3033"", ""1217"", ""4591"", ""4390"", ""3164"", ""2111"", ""3627"", ""2084"", ""1205""], [""1229"", ""3065"", ""4492"", ""4880"", ""445"", ""2235"", ""3774"", ""1657"", ""1689"", ""2998""], [""21"", ""2152"", ""2145"", ""225"", ""81"", ""2898"", ""4250"", ""941"", ""3933"", ""2294""]]"
0,7,57;62;40;28;42;26;36;4,8,10468017,1.0,"[[""2494"", ""3"", ""2262"", ""2622"", ""43"", ""3182"", ""2609"", ""4565"", ""185"", ""4045""], [""4953"", ""4369"", ""251"", ""3918"", ""497"", ""511"", ""639"", ""243"", ""4032"", ""525""], [""4794"", ""3246"", ""3760"", ""3698"", ""1353"", ""317"", ""1417"", ""3273"", ""113"", ""3121""], [""2215"", ""2145"", ""3392"", ""1277"", ""629"", ""1906"", ""63"", ""3115"", ""3866"", ""498""], [""4345"", ""2045"", ""874"", ""4009"", ""765"", ""702"", ""35"", ""2401"", ""4247"", ""283""], [""3321"", ""624"", ""137"", ""2979"", ""2571"", ""3182"", ""4032"", ""3121"", ""4025"", ""4859""], [""320"", ""3866"", ""4572"", ""498"", ""4379"", ""261"", ""1362"", ""2337"", ""4557"", ""1721""], [""4557"", ""1878"", ""3164"", ""501"", ""862"", ""4413"", ""1525"", ""2979"", ""2727"", ""2151""]]"
1,0,16;14;4;36;26;30;3;32,8,11039164,1.0,"[[""1841"", ""1277"", ""3"", ""3213"", ""4446"", ""3724"", ""2962"", ""1141"", ""3857"", ""3994""], [""1702"", ""2269"", ""353"", ""4880"", ""1841"", ""803"", ""4859"", ""1370"", ""4393"", ""445""], [""4557"", ""1878"", ""3164"", ""501"", ""862"", ""4413"", ""1525"", ""2979"", ""2727"", ""2151""], [""320"", ""3866"", ""4572"", ""498"", ""4379"", ""261"", ""1362"", ""2337"", ""4557"", ""1721""], [""3321"", ""624"", ""137"", ""2979"", ""2571"", ""3182"", ""4032"", ""3121"", ""4025"", ""4859""], [""1694"", ""4704"", ""1329"", ""4404"", ""207"", ""4157"", ""3089"", ""4165"", ""1226"", ""1448""], [""1217"", ""3851"", ""4404"", ""1585"", ""3077"", ""1387"", ""1229"", ""1992"", ""3598"", ""945""], [""465"", ""3980"", ""411"", ""1082"", ""1637"", ""605"", ""3204"", ""2221"", ""2362"", ""503""]]"
1,1,15;10;38;24;59;54;2;34,8,12254828,1.0,"[[""2907"", ""781"", ""3121"", ""2389"", ""833"", ""3134"", ""4880"", ""2579"", ""2221"", ""2453""], [""125"", ""1263"", ""629"", ""430"", ""243"", ""2861"", ""889"", ""3779"", ""1609"", ""1391""], [""2473"", ""1433"", ""3709"", ""4626"", ""629"", ""1353"", ""2801"", ""119"", ""4157"", ""2627""], [""929"", ""3077"", ""470"", ""1609"", ""4426"", ""3779"", ""1570"", ""4393"", ""1810"", ""3857""], [""21"", ""2152"", ""2145"", ""225"", ""81"", ""2898"", ""4250"", ""941"", ""3933"", ""2294""], [""659"", ""3541"", ""125"", ""1547"", ""2579"", ""2621"", ""561"", ""31"", ""2574"", ""2548""], [""1389"", ""1329"", ""4641"", ""605"", ""1141"", ""3045"", ""1047"", ""430"", ""3779"", ""2583""], [""4452"", ""883"", ""1802"", ""346"", ""3797"", ""4571"", ""929"", ""3994"", ""4165"", ""3520""]]"
