id,user_id,timestamp_micros
0,60,13
1,56,8
2,44,-7
3,0,-63
4,99,63
5,3,-60
6,2,-61
7,6,-56
8,82,41
9,5,-57
10,19,-39
11,40,-12
12,55,7
13,0,-64
14,60,14
15,8,-53
16,88,49
17,76,34
18,68,24
19,23,-34
20,79,38
21,12,-48
22,59,12
23,7,-54
24,98,62
25,17,-42
26,70,26
27,15,-44
28,84,44
29,18,-40
30,65,20
31,90,52
32,75,32
33,11,-49
34,73,30
35,25,-31
36,77,35
37,7,-55
38,27,-29
39,17,-41
40,97,61
41,28,-28
42,39,-14
43,32,-23
44,62,16
45,81,40
46,69,25
47,67,22
48,37,-16
49,31,-24
50,95,58
51,35,-19
52,42,-9
53,38,-15
54,16,-43
55,35,-18
56,75,33
57,25,-32
58,39,-13
59,92,54
60,66,21
61,10,-50
62,14,-45
63,36,-17
64,46,-4
65,85,46
66,30,-25
67,42,-10
68,91,53
69,57,10
70,89,50
71,33,-21
72,89,51
73,34,-20
74,46,-5
75,49,-1
76,78,36
77,50,1
78,28,-27
79,10,-51
80,96,60
81,61,15
82,41,-11
83,64,18
84,14,-46
85,52,3
86,24,-33
87,57,9
88,22,-35
89,47,-3
90,13,-47
91,26,-30
92,94,57
93,29,-26
94,3,-59
95,63,17
96,54,6
97,53,5
98,85,45
99,50,0
100,80,39
101,74,31
102,67,23
103,64,19
104,93,56
105,21,-37
106,45,-6
107,82,42
108,72,29
109,53,4
110,32,-22
111,78,37
112,9,-52
113,71,28
114,20,-38
115,1,-62
116,21,-36
117,86,47
118,43,-8
119,58,11
120,4,-58
121,83,43
122,48,-2
123,51,2
124,96,59
125,87,48
126,71,27
127,92,55
