id,user_id,timestamp_micros
0,59,95
1,4,-454
2,21,-284
3,14,-354
4,97,471
5,34,-160
6,16,-335
7,45,-50
8,59,93
9,79,298
10,66,160
11,39,-108
12,91,413
13,0,-492
14,23,-268
15,8,-418
16,58,86
17,13,-370
18,31,-187
19,36,-134
20,45,-41
21,92,420
22,16,-336
23,81,318
24,18,-314
25,1,-483
26,74,249
27,53,32
28,91,419
29,1,-489
30,76,265
31,47,-28
32,56,63
33,73,234
34,50,9
35,1,-487
36,26,-239
37,32,-174
38,60,105
39,3,-463
40,73,237
41,88,382
42,5,-443
43,84,348
44,55,55
45,13,-366
46,9,-410
47,2,-474
48,41,-81
49,0,-497
50,64,142
51,50,4
52,95,451
53,41,-90
54,43,-66
55,3,-466
56,71,217
57,10,-394
58,50,5
59,62,128
60,65,155
61,31,-190
62,79,297
63,74,246
64,62,125
65,2,-473
66,2,-471
67,4,-457
68,78,289
69,0,-491
70,76,268
71,96,462
72,61,119
73,7,-428
74,87,370
75,6,-433
76,82,326
77,8,-414
78,94,440
79,65,156
80,95,452
81,41,-88
82,66,169
83,5,-448
84,51,19
85,66,168
86,80,305
87,84,346
88,86,365
89,50,8
90,90,404
91,73,238
92,96,468
93,6,-431
94,42,-75
95,6,-437
96,61,118
97,10,-392
98,96,469
99,66,164
100,93,430
101,67,178
102,90,400
103,10,-396
104,70,209
105,9,-404
106,62,129
107,86,364
108,85,359
109,37,-128
110,97,474
111,7,-421
112,68,183
113,7,-423
114,33,-162
115,81,314
116,90,403
117,64,148
118,32,-176
119,9,-405
120,54,48
121,60,108
122,13,-363
123,8,-415
124,87,375
125,34,-156
126,28,-214
127,42,-72
128,0,-493
129,27,-224
130,17,-323
131,2,-479
132,99,497
133,79,296
134,25,-250
135,67,174
136,78,287
137,7,-424
138,33,-164
139,26,-232
140,70,203
141,3,-465
142,49,-3
143,32,-178
144,51,17
145,85,352
146,41,-87
147,34,-158
148,73,232
149,19,-304
150,40,-91
151,4,-459
152,84,349
153,12,-375
154,5,-441
155,38,-118
156,94,444
157,7,-425
158,72,226
159,23,-270
160,95,457
161,53,30
162,65,157
163,49,-4
164,65,153
165,9,-407
166,31,-188
167,61,112
168,78,284
169,4,-455
170,70,201
171,15,-350
172,59,91
173,15,-344
174,68,189
175,17,-326
176,37,-129
177,6,-440
178,44,-60
179,17,-325
180,88,387
181,31,-182
182,16,-331
183,11,-385
184,37,-121
185,7,-422
186,37,-123
187,1,-488
188,24,-253
189,50,2
190,62,122
191,17,-321
192,57,77
193,68,188
194,64,141
195,3,-462
196,34,-153
197,6,-432
198,32,-175
199,45,-42
200,94,447
201,91,418
202,61,117
203,7,-426
204,79,295
205,16,-337
206,57,74
207,88,386
208,78,285
209,79,294
210,4,-453
211,17,-329
212,66,163
213,77,278
214,77,272
215,19,-301
216,52,29
217,40,-94
218,43,-70
219,80,304
220,95,458
221,17,-330
222,71,214
223,64,144
224,70,205
225,59,96
226,52,21
227,3,-461
228,31,-185
229,3,-469
230,91,417
231,27,-226
232,2,-476
233,8,-411
234,71,216
235,12,-371
236,73,235
237,26,-234
238,62,120
239,15,-346
240,10,-395
241,20,-292
242,48,-15
243,45,-44
244,96,463
245,88,380
246,19,-306
247,0,-499
248,75,256
249,49,-10
250,88,389
251,14,-357
252,39,-102
253,10,-399
254,92,421
255,23,-264
256,3,-467
257,51,10
258,5,-450
259,58,88
260,59,92
261,35,-142
262,24,-251
263,58,82
264,10,-397
265,12,-373
266,24,-260
267,90,402
268,84,341
269,96,460
270,32,-180
271,25,-249
272,29,-202
273,47,-30
274,21,-289
275,40,-100
276,44,-52
277,45,-48
278,64,146
279,82,320
280,47,-23
281,97,472
282,50,6
283,51,18
284,42,-73
285,80,302
286,86,368
287,60,104
288,76,264
289,10,-400
290,83,330
291,69,198
292,56,69
293,24,-257
294,26,-235
295,3,-468
296,67,177
297,78,286
298,65,154
299,76,260
300,71,211
301,99,490
302,70,204
303,29,-207
304,70,202
305,53,34
306,63,133
307,21,-281
308,42,-74
309,8,-419
310,80,308
311,87,378
312,53,38
313,98,486
314,35,-144
315,56,68
316,92,423
317,20,-296
318,11,-390
319,29,-201
320,85,351
321,35,-146
322,77,273
323,20,-300
324,79,293
325,22,-278
326,2,-472
327,38,-116
328,85,357
329,51,14
330,23,-265
331,55,58
332,67,171
333,89,394
334,88,381
335,97,476
336,82,325
337,42,-78
338,44,-58
339,27,-221
340,89,392
341,36,-138
342,74,241
343,11,-381
344,40,-97
345,55,56
346,24,-252
347,44,-56
348,52,27
349,11,-386
350,98,489
351,0,-494
352,98,485
353,59,98
354,90,406
355,32,-177
356,67,179
357,32,-179
358,15,-347
359,32,-171
360,72,225
361,92,424
362,52,28
363,49,-2
364,99,495
365,0,-496
366,1,-482
367,2,-477
368,44,-59
369,60,102
370,57,78
371,22,-275
372,1,-490
373,10,-398
374,84,342
375,41,-86
376,52,22
377,28,-215
378,93,433
379,20,-299
380,99,499
381,38,-114
382,21,-290
383,33,-165
384,26,-238
385,26,-231
386,86,369
387,46,-36
388,90,407
389,22,-272
390,34,-154
391,35,-147
392,89,396
393,54,42
394,7,-427
395,46,-40
396,86,360
397,98,482
398,90,405
