split,query_index,ids
tuning,0,97120;30758;87064;31080;94322;35572;40802;5946;6326;32020
tuning,1,36172;63958;46300;5992;22144;19128;18364;7898;96114;88676
tuning,2,33556;82350;2026;18602;4169;20694;22568;7150;88676;71694
tuning,3,28948;81382;80840;49056;16780;35572;69794;48216;21162;5680
tuning,4,53030;43594;20830;9940;69626;358;92240;46450;51568;8500
tuning,5,18602;20936;18726;4169;22144;92670;23790;17508;18364;31850
tuning,6,1330;2994;496;13514;10528;54194;7150;41162;47264;80668
tuning,7,56370;94560;2774;54258;62944;57048;36390;20814;57388;46516
tuning,8,77080;87388;34814;87;43970;1098;58776;75834;49128;36274
tuning,9,69662;49174;724;29126;36917;58240;10310;684;2026;57514
tuning,10,99020;99564;91580;50070;70131;57078;7226;90410;70214;28900
tuning,11,24043;34536;10310;51568;46300;724;38750;66098;13848;38887
tuning,12,20488;48244;60388;97636;27084;29116;56936;10174;23092;83854
tuning,13,41092;684;58578;19128;28376;75858;33556;15464;88676;48198
tuning,14,65244;64834;3042;82992;61408;30758;3636;5296;2836;3039
tuning,15,84806;16780;64522;22872;33110;9750;49162;23859;16114;798
tuning,16,54194;96912;80668;10174;69979;92321;59667;7150;19768;62944
tuning,17,910;94242;77368;522;780;1080;31456;73112;59667;4996
tuning,18,63958;21320;72456;71646;8506;1424;1442;47556;78590;93546
tuning,19,52764;33556;13958;29734;36030;30242;55150;1386;13712;13718
tuning,20,26528;59280;16215;1071;21090;55641;8604;79296;54812;77368
tuning,21,21320;28376;75858;540;72456;21162;42716;1424;1442;89658
tuning,22,88676;35124;14160;14992;13880;98636;20936;684;36917;41092
tuning,23,26528;16215;8604;79296;59280;63404;98166;21090;97930;29496
tuning,24,98636;93798;19128;76628;67336;94034;6536;65160;80434;3264
tuning,25,77306;51154;31227;73268;16780;82992;9082;7913;26156;39509
tuning,26,97120;31080;35572;32020;6326;18814;5946;30758;94322;40802
tuning,27,1080;2344;574;97120;62213;522;27626;6066;97389;96944
tuning,28,97120;31080;5946;30758;32020;18814;35572;6326;87064;3136
tuning,29,26556;40971;40310;30904;98142;24458;2604;3032;54466;11132
tuning,30,4154;26970;71330;16116;2863;25442;27818;28190;1644;4894
tuning,31,82659;10004;5484;96414;5256;96444;49774;23612;35058;76136
tuning,32,91992;26182;23570;23754;69510;44442;19760;9491;16850;1248
tuning,33,25442;26970;38750;19828;16080;67048;31622;57048;70662;29126
tuning,34,85552;44702;2462;15419;732;6134;50040;2814;49252;33016
tuning,35,96238;5992;10760;11758;41212;214;55338;4712;45698;23638
tuning,36,76818;11220;33882;12224;59461;60956;11038;4856;21547;34716
tuning,37,41060;10316;4934;59770;3979;43918;8760;24690;58370;1200
tuning,38,95414;25168;64484;18512;2784;54964;16381;63949;11396;3994
tuning,39,2068;98102;99516;99476;65880;97959;58484;22784;25600;2967
tuning,40,340;376;63880;36044;30186;69619;87728;17326;398;25770
tuning,41,98080;104;68945;86510;76996;77252;102;28854;78728;9370
tuning,42,85584;33638;17326;45174;32719;87728;27124;168;7254;17778
tuning,43,69164;3994;2967;38016;61616;98210;58718;3662;18872;95980
tuning,44,20952;22476;15200;85676;86026;99678;12854;19040;27412;71904
tuning,45,26970;3154;5730;9392;25442;70954;5100;95344;1098;17326
tuning,46,97806;23702;57876;2474;8451;6824;2248;90410;20470;98690
tuning,47,14726;1756;94954;10586;75118;64834;8451;19296;10708;13868
tuning,48,79358;79646;70131;38920;21694;50070;72190;74196;90410;3886
tuning,49,56930;70214;37636;81085;48154;14780;3886;26818;49120;37228
tuning,50,10276;39102;39406;33270;80286;57410;26052;57338;15282;2760
tuning,51,94748;31584;4539;90148;59964;10646;89932;87370;42062;32476
tuning,52,78164;22494;90476;17368;83552;98194;90635;18706;39419;48360
tuning,53,37108;9762;54086;6152;2078;22816;23558;5990;21515;30942
tuning,54,93798;98012;98636;6536;3040;90256;71934;94034;6006;48400
tuning,55,87902;78590;8506;46412;71646;32112;21090;1424;1442;42716
tuning,56,60388;19274;36480;41010;68114;47926;68482;59134;6008;70474
tuning,57,85552;2462;6134;15419;44702;33016;56460;98853;50040;29154
tuning,58,2144;11698;10540;79494;69536;12686;16612;22382;16866;37800
tuning,59,50190;90712;15282;85110;41472;11698;74152;33838;12698;80638
tuning,60,31368;84806;86548;77252;45770;91970;98924;32476;27434;5814
tuning,61,67668;39642;87554;21712;23338;234;73112;9676;49056;896
tuning,62,60662;61945;12224;82770;59502;83100;77326;86597;26414;6204
tuning,63,21260;99678;32320;3792;91033;1440;97959;32455;90974;13528
tuning,64,97120;1080;6066;522;2344;574;27626;62213;894;48420
tuning,65,93798;6536;98636;98012;71934;80668;48400;3264;3040;90256
tuning,66,16215;59280;26528;8604;56936;21090;17864;63404;79296;54482
tuning,67,34504;78402;17608;13154;10310;3039;32384;18775;1024;13718
tuning,68,28376;21320;1024;9828;88676;63958;83956;14160;20936;13880
tuning,69,47556;7150;89658;80668;45237;18680;58894;26858;75858;14686
tuning,70,98690;62528;59882;72814;95186;87572;12178;46797;12426;73070
tuning,71,96114;81038;26356;59770;59414;71404;58370;54386;82328;33736
tuning,72,53398;43594;59750;54243;53208;53472;2890;12864;42784;11574
tuning,73,19760;50852;40608;51372;47098;57710;46797;85584;73882;95904
tuning,74,4243;95274;95344;4118;87728;49554;2222;18800;14402;5320
tuning,75,96114;26156;45638;300;43010;46230;44166;22128;49044;59414
tuning,76,19760;50852;40608;51372;57710;47098;85584;46797;73882;73124
tuning,77,12864;874;53472;1430;47098;42784;17376;40714;41422;12211
tuning,78,61945;95621;15822;83100;60662;342;8006;82770;86597;43970
tuning,79,2564;95274;66034;46336;87728;13067;44374;316;27412;18800
tuning,80,95606;20848;14454;44954;50512;33354;45622;21484;73070;87800
tuning,81,9890;32719;54786;2890;59630;54418;30028;9552;3926;38248
tuning,82,58732;9730;56155;69394;70642;21370;15464;45178;25296;77328
tuning,83,44954;45026;45930;45875;42618;13166;29880;84748;16116;30359
tuning,84,53398;43594;53208;54243;59750;53472;3166;42784;18746;11574
tuning,85,34566;73762;66364;15774;3658;83100;30186;23859;18430;16728
tuning,86,9994;14274;36200;64376;41602;79284;15356;10636;21134;77480
tuning,87,34566;73762;41378;15774;410;23859;60042;82994;2068;58602
tuning,88,15822;61945;86597;8006;60662;43970;9846;83100;33882;95621
tuning,89,63726;91988;86956;86577;420;74912;51048;87336;5212;88788
tuning,90,420;5428;87336;46450;91988;7648;8724;28396;5466;68136
tuning,91,42248;73056;49252;2814;72828;37450;9712;59986;27042;51148
tuning,92,99654;13166;84748;41816;59461;73644;73307;79794;412;80
tuning,93,41060;10316;8760;59770;3979;43918;2880;4934;21484;58370
tuning,94,2894;6278;61967;972;19948;24728;94218;2392;26556;70506
tuning,95,52248;32455;12998;8044;73762;2287;65981;61746;99796;76478
tuning,96,79560;64376;16558;41602;19846;10636;11140;15356;40714;11028
tuning,97,45174;168;32719;3140;33638;87728;27124;17014;71904;59512
tuning,98,2068;98102;99516;65880;99476;97959;75834;69164;19344;58484
tuning,99,52234;14934;34372;23859;30186;73644;73307;82994;73590;73418
tuning,100,57290;16010;51004;2267;79524;23754;44442;23570;19760;42306
tuning,101,99020;99564;50070;70131;7226;37228;91580;79358;57078;21356
tuning,102,57078;37228;75118;26550;72190;50070;26780;39286;91580;35032
tuning,103,72190;79358;38920;70131;28900;79646;14512;69606;69801;33416
tuning,104,92650;15282;39854;38542;9356;51230;2690;45622;36040;44234
tuning,105,94748;90148;4539;89932;39419;10720;31584;75176;32476;39418
tuning,106,9762;54086;22816;95153;30942;9082;23558;63404;75464;6152
tuning,107,28948;21712;64026;39642;35476;60400;4856;39624;67834;54058
tuning,108,25126;34504;8786;13154;31868;32384;50491;78402;50990;32160
tuning,109,78590;78994;87902;6960;28154;8750;94065;1236;17956;42716
tuning,110,96114;26156;300;45638;22128;3646;34566;46230;5992;46150
tuning,111,70974;27124;35378;38090;71718;9074;12090;1428;1348;16381
tuning,112,30898;7988;30579;20098;77510;48782;36274;80572;9124;96344
tuning,113,71671;9590;9486;21547;88944;9104;42176;60506;34628;28286
tuning,114,1402;1396;96169;2062;74766;1060;30818;38248;3812;23674
tuning,115,51546;11704;90476;99702;16036;50208;64986;90635;63862;8280
tuning,116,34566;68698;41376;34372;5358;31227;834;73762;49044;33700
tuning,117,82328;25554;2982;95582;41422;31264;35836;18238;31627;77510
tuning,118,95582;12290;35836;11916;31627;31264;442;7391;73882;1366
tuning,119,45341;49554;28510;14402;74256;1366;3792;398;4250;9110
tuning,120,44446;16114;41770;13212;3620;65880;6224;93018;34860;14895
tuning,121,22128;46058;86723;398;887;44446;51048;34566;410;7290
tuning,122,47090;55362;18430;27878;9750;43684;50512;89536;69394;85138
tuning,123,33882;34716;93974;22872;55362;4276;87366;58602;8828;45930
tuning,124,97959;99516;99476;22784;68289;28178;18610;51104;30242;2068
tuning,125,99838;43600;1215;92286;10988;37832;24690;87755;91033;5952
tuning,126,73112;58584;55338;31456;10998;69562;612;66467;72940;78130
tuning,127,104;98080;68945;102;86510;77252;9370;76996;78728;28854
tuning,128,48690;6851;59667;88670;68916;6824;20446;27316;77368;3306
tuning,129,90764;67762;3000;90;27434;93762;19676;89536;25778;9392
tuning,130,29270;23790;95621;552;25069;18786;5752;25554;14895;88670
tuning,131,44954;45930;45026;30359;29880;38532;13166;84748;45875;51596
tuning,132,73307;73590;73644;37938;9124;71404;73418;3928;1874;50750
tuning,133,27434;84806;67762;90764;90;25778;86723;31368;3496;2844
tuning,134,4169;94242;69801;10290;30642;82350;50491;26570;18262;32120
tuning,135,9440;3108;72210;67186;18786;57784;12492;11828;31616;29480
tuning,136,90148;89932;94748;39418;31584;98376;39419;10646;13304;87370
tuning,137,684;14160;58578;43308;47940;2538;38422;47556;48420;12964
tuning,138,55450;10116;81268;66098;50031;28456;24043;89480;5080;5766
tuning,139,59667;54194;259;80668;7150;41162;71694;26528;10174;62944
tuning,140,57410;26052;80286;40364;10276;74152;36258;24616;16406;39102
tuning,141,41498;27042;51148;72828;18310;858;37450;8138;2540;4426
tuning,142,87572;59882;95186;54640;46797;47402;53586;1022;98690;72814
tuning,143,91992;23754;26182;23570;67048;16850;392;52266;51696;69510
tuning,144,61967;53672;24690;24216;2744;20212;8760;14962;11930;2180
tuning,145,41060;10316;59770;43918;24690;1644;26124;59414;15884;20212
tuning,146,21090;98166;16215;29496;19767;87902;42716;6152;98476;16264
tuning,147,95414;5296;754;27850;6440;58484;41394;80866;33210;258
tuning,148,3828;22306;18640;87388;3792;2318;38632;33882;99678;19372
tuning,149,49788;49044;3140;22128;17326;32719;10122;81572;87728;17014
tuning,150,4100;2098;18786;8398;43814;57920;39318;76996;48048;5814
tuning,151,94954;75118;1756;14726;64834;3256;72190;10586;54010;54058
