split,query_index,ids
tuning,0,24305;31390;17693;35567;6081;30694;73198;4744;75414;1767
tuning,1,70968;5053;95852;5383;7993;8808;1767;61609;57802;23224
tuning,2,44954;23562;1190;71936;2747;31390;50388;39297;333;69726
tuning,3,46426;33868;43273;30530;9689;90293;49023;249;72460;52597
tuning,4,31068;68956;37582;10682;54681;61257;35445;52782;21305;13950
tuning,5,54064;5129;13945;249;61112;9243;30144;70670;21491;489
tuning,6,8133;50388;98777;5185;335;49152;3751;64477;14408;70334
tuning,7,55273;51949;1561;4473;2118;2495;18117;10945;17497;39893
tuning,8,49849;72460;12761;90292;15173;111;45741;75714;5339;9033
tuning,9,83509;22742;35445;74116;58405;43691;73016;76790;87051;19269
tuning,10,21942;72460;77795;5053;2029;41501;37667;97315;92854;11627
tuning,11,401;49902;12761;25297;6453;59579;86132;78994;55617;5197
tuning,12,31376;51949;62653;15625;84030;11627;14408;90198;82099;1865
tuning,13,41101;25941;56214;81233;93173;93140;63146;19657;3411;87044
tuning,14,653;68422;24282;4523;4465;7856;76790;94454;25702;3795
tuning,15,16026;17126;42744;5053;38889;4499;7993;4523;30838;83201
evaluation,0,20929;4473;93341;31166;3805;77795;2029;1703;44508;83012
evaluation,1,50964;31376;9689;5049;41754;19921;9236;60007;23562;17526
evaluation,2,21419;45180;7856;489;1455;19114;22811;33821;45741;73408
evaluation,3,26194;11345;60600;90708;80134;60809;56987;37686;82716;52386
evaluation,4,547;2887;3133;1189;20349;13953;45893;51143;32535;43555
evaluation,5,681;64477;64509;80454;51728;2415;795;13257;30530;21305
evaluation,6,7353;81291;13065;4137;9406;73016;1443;76702;87563;74405
evaluation,7,12205;96662;85016;81291;46441;15597;4137;8133;66954;76790
evaluation,8,20741;39707;92990;89518;16962;2029;58681;18117;15173;36465
evaluation,9,1873;84280;99218;37318;64485;94337;39296;36890;17021;90293
evaluation,10,46857;791;58528;14408;443;3361;50;4405;61609;49902
evaluation,11,82716;74739;335;65198;29474;16909;757;2129;19921;89787
evaluation,12,3217;48666;36862;64485;64624;15022;27534;66195;47755;26821
evaluation,13,6081;52373;92593;83509;43326;87173;90756;15597;11037;49214
evaluation,14,49480;84421;9602;56214;76790;68974;64269;3803;11929;25702
evaluation,15,44508;13725;74545;68422;91409;60382;403;65137;73779;89787
evaluation,16,8957;45180;89941;53454;5129;88713;67086;23349;8499;72246
evaluation,17,39299;3549;53238;45180;39707;37582;86656;42897;65073;42346
evaluation,18,41210;26241;49152;20825;28965;35445;80283;93173;44497;6621
evaluation,19,2158;24509;3134;3803;19114;795;9033;97;8808;11193
evaluation,20,271;64926;86652;47478;5441;46857;28400;83211;84421;50249
evaluation,21,73624;92568;17126;9394;20929;5441;72610;49152;87598;11087
evaluation,22,229;74739;24929;3;21419;87051;60440;24455;425;81233
evaluation,23,36493;25494;49144;8085;84421;9406;9243;92568;64667;91816
evaluation,24,82571;74545;39557;26962;83449;87598;49902;307;34274;86132
evaluation,25,48289;31542;72017;72154;42712;15173;40111;85308;44838;54064
evaluation,26,73779;4093;46866;58405;56557;80624;33385;63393;7353;16962
evaluation,27,98315;84050;1465;86056;99744;50480;67177;34552;11193;36890
evaluation,28,48137;49523;47699;11345;8781;43067;547;63146;12761;25702
evaluation,29,91554;62592;397;84050;94290;50480;91104;67;64624;15022
evaluation,30,58681;71936;30707;17126;68680;72154;8261;3149;5346;92568
evaluation,31,34742;51728;56671;443;72163;42042;90198;66592;89852;5197
evaluation,32,1011;58405;91070;32053;19774;10682;9414;28965;71482;55016
evaluation,33,25941;90756;2011;86132;52373;77482;37686;34570;36893;12205
evaluation,34,76437;2311;5129;61609;90750;90293;755;63393;1285;50480
evaluation,35,47263;11854;18453;96016;78881;23224;29617;95738;93160;50480
evaluation,36,74739;26301;18345;67086;9236;46986;32789;6128;19029;55617
evaluation,37,2446;68819;78324;56276;18425;9689;33868;32802;18673;45097
evaluation,38,76060;83012;463;22811;82117;20349;4109;41101;73170;135
evaluation,39,9723;52597;93341;34552;84984;1465;88485;1171;31161;1531
evaluation,40,14408;9803;9394;16709;57733;397;20929;59526;72154;80283
evaluation,41,83363;39296;76007;50249;55617;64829;3829;42761;1965;48666
evaluation,42,37686;29127;76437;25086;7133;74405;52782;97179;37582;41101
evaluation,43,61257;32230;34731;32566;39085;7937;55203;44598;90785;44139
evaluation,44,47966;84818;39297;12237;33385;73968;32230;39893;43160;93888
evaluation,45,33385;37449;1455;65197;87598;705;571;80688;13311;95330
evaluation,46,20929;55203;49144;63883;12918;63393;81280;21491;84496;60007
evaluation,47,1789;3371;59526;93173;15625;93310;19913;84818;39296;39893
evaluation,48,406;36493;90294;73779;56550;32941;87044;1285;5701;42917
evaluation,49,27902;2201;39677;387;9236;93582;88883;20349;31363;84030
evaluation,50,30382;92357;13257;403;68974;21305;84280;77754;94044;27902
evaluation,51,60809;65198;88883;68541;91409;71336;56987;47051;9095;78778
evaluation,52,1187;8471;83211;92593;1965;9602;7880;75714;45741;5291
evaluation,53,42748;48289;75414;25702;30694;2129;58857;63306;87044;97315
evaluation,54,787;99030;64624;97092;63956;1873;7977;67;64667;51957
evaluation,55,60929;50809;83144;32789;60486;57550;4438;29739;25086;2446
evaluation,56,27534;333;89852;7105;469;2311;88485;3687;64269;31390
evaluation,57,63374;46866;54681;64926;3;39677;1185;46218;18673;36166
evaluation,58,66954;37449;86290;74405;94044;51003;32808;5701;97221;58681
evaluation,59,36318;35270;68680;32566;54064;63741;50889;92568;36166;66195
