id,user_id,timestamp_micros
0,64,37
1,57,18
2,76,67
3,35,-38
4,20,-75
5,71,56
6,71,54
7,65,40
8,70,52
9,14,-92
10,94,113
11,8,-106
12,23,-68
13,42,-20
14,62,31
15,4,-117
16,69,50
17,28,-56
18,41,-21
19,39,-28
20,8,-107
21,67,46
22,79,75
23,18,-80
24,10,-100
25,41,-22
26,25,-63
27,60,26
28,19,-78
29,63,34
30,92,110
31,66,42
32,5,-115
33,21,-74
34,96,118
35,49,-2
36,77,70
37,3,-119
38,97,121
39,12,-95
40,76,69
41,57,20
42,32,-45
43,26,-60
44,67,44
45,45,-12
46,90,103
47,89,102
48,98,124
49,11,-99
50,72,57
51,64,36
52,13,-93
53,3,-120
54,54,11
55,17,-83
56,7,-108
57,19,-79
58,51,4
59,25,-64
60,59,25
61,22,-70
62,98,123
63,23,-69
64,67,45
65,20,-76
66,37,-31
67,50,0
68,96,120
69,94,114
70,24,-66
71,10,-102
72,33,-43
73,16,-87
74,70,53
75,21,-73
76,89,101
77,18,-81
78,65,39
79,47,-6
80,29,-53
81,16,-85
82,26,-59
83,59,24
84,42,-18
85,37,-32
86,85,91
87,12,-97
88,55,14
89,27,-58
90,63,35
91,28,-54
92,15,-89
93,53,10
94,68,47
95,33,-41
96,81,81
97,60,28
98,62,33
99,26,-61
100,21,-72
101,0,-127
102,73,61
103,24,-65
104,44,-15
105,31,-48
106,97,122
107,34,-40
108,74,62
109,89,100
110,74,63
111,37,-33
112,75,65
113,30,-50
114,91,107
115,7,-109
116,35,-36
117,11,-98
118,32,-46
119,48,-4
120,95,117
121,99,126
122,90,104
123,83,86
124,51,5
125,39,-27
126,93,111
127,40,-25
128,39,-26
129,28,-55
130,5,-113
131,5,-114
132,22,-71
133,30,-49
134,49,-1
135,51,3
136,80,78
137,10,-101
138,88,99
139,48,-5
140,78,74
141,43,-16
142,40,-24
143,14,-90
144,82,84
145,93,112
146,0,-126
147,36,-34
148,9,-103
149,50,2
150,71,55
151,52,6
152,7,-110
153,78,72
154,16,-86
155,53,9
156,84,88
157,6,-112
158,98,125
159,73,60
160,75,66
161,44,-14
162,85,90
163,0,-128
164,15,-88
165,48,-3
166,76,68
167,54,12
168,84,89
169,64,38
170,8,-105
171,79,76
172,1,-125
173,33,-42
174,99,127
175,30,-51
176,85,92
177,27,-57
178,56,17
179,44,-13
180,3,-118
181,47,-7
182,82,83
183,66,43
184,13,-94
185,35,-37
186,80,77
187,38,-29
188,43,-17
189,9,-104
190,2,-121
191,60,27
192,69,49
193,86,94
194,46,-9
195,69,51
196,78,73
197,17,-82
198,4,-116
199,14,-91
200,2,-122
201,92,108
202,36,-35
203,77,71
204,62,32
205,87,96
206,87,95
207,73,59
208,31,-47
209,1,-123
210,58,23
211,50,1
212,58,22
213,17,-84
214,92,109
215,72,58
216,38,-30
217,91,106
218,32,-44
219,52,7
220,83,85
221,80,79
222,96,119
223,75,64
224,82,82
225,55,13
226,88,98
227,46,-8
228,41,-23
229,6,-111
230,68,48
231,83,87
232,61,30
233,56,16
234,1,-124
235,12,-96
236,61,29
237,53,8
238,91,105
239,55,15
240,46,-10
241,87,97
242,95,116
243,66,41
244,25,-62
245,23,-67
246,45,-11
247,81,80
248,34,-39
249,42,-19
250,94,115
251,86,93
252,58,21
253,57,19
254,19,-77
255,29,-52
