split,query_index,ids
tuning,0,97120;30758;87064;35728;31080;94322;35572;40802;5946;98402
tuning,1,20828;36172;63958;46300;5992;22144;19128;18364;7898;96114
tuning,2,33556;82350;2026;18602;4169;63500;20694;22568;19576;7150
tuning,3,21046;28948;81382;80840;49056;49102;16780;72643;35572;69794
tuning,4,53030;43594;20830;9940;69626;358;70666;92240;46450;51568
tuning,5,18602;20936;19576;18726;19254;4169;39008;22144;92670;23790
tuning,6,1330;55176;2994;496;13514;10528;54194;7150;41162;51572
tuning,7,56370;94560;2774;54258;62944;57048;36390;20814;57388;46516
tuning,8,53284;12856;77080;72686;53421;32734;87388;34814;87;43970
tuning,9,69662;49174;724;29126;36917;58240;10310;684;2026;57514
tuning,10,99020;99564;91580;74396;62434;30194;50070;70131;57078;7226
tuning,11,62764;24043;34536;10310;51568;46339;71876;46300;5570;724
tuning,12,15874;20488;48244;60388;97636;83638;27084;29116;56936;70192
tuning,13,41092;684;80784;58578;19128;28376;59164;75858;37654;33556
tuning,14,65244;55686;64834;11164;3042;82992;61408;3747;30758;3636
tuning,15,14262;84806;16780;64522;77496;22872;33110;9750;12378;49162
tuning,16,54194;96912;8943;80668;26574;34542;10174;69979;18344;92321
tuning,17,910;17382;23030;94242;59164;77368;522;780;1384;1080
tuning,18,45764;96146;63958;21320;72456;40014;71646;8506;1424;1442
tuning,19,52764;33556;13958;29734;36030;30242;55150;1386;13712;13718
tuning,20,26528;90112;59280;16215;39084;71644;1071;21090;49572;55641
tuning,21,21320;28376;75858;540;72456;21162;42716;1476;1424;1442
tuning,22,88676;35124;14160;14992;13880;98636;20936;684;36917;41092
tuning,23,26528;90112;71644;49572;16215;8604;79296;59280;63404;98166
tuning,24,98636;93798;33328;12148;66120;19128;89151;76628;67336;94034
tuning,25,77306;51154;77496;31227;28812;11812;73268;12378;16780;82992
tuning,26,97120;35728;31080;18426;35572;32020;6326;18814;5946;30758
tuning,27,1080;2344;574;97120;62213;522;35114;27626;6066;14123
tuning,28,97120;35728;31080;5946;30758;32020;18814;18426;35572;6326
tuning,29,18794;39232;26556;40971;40310;30904;98142;24458;2604;3032
tuning,30,4154;26970;71330;16116;2863;25442;1806;27818;28190;61934
tuning,31,51702;16648;82659;10004;39403;5484;96414;5256;96444;49774
tuning,32,91992;26182;23570;23754;69510;44442;5380;19760;9491;16850
tuning,33,25442;49848;26970;38750;19828;16080;67048;31622;57048;38706
tuning,34,85552;44702;2462;15419;732;1342;6134;41026;50040;2814
