split,query_index,ids
tuning,0,97120;30758;87064;35728;6644;31080;24826;94322;35572;7560
tuning,1,20828;43012;55916;19522;36172;63958;46300;5992;22144;6558
tuning,2,33556;69818;82350;2026;18602;97124;4169;63500;20694;22568
tuning,3,21046;81634;28948;60878;81382;80840;49056;34794;49102;16780
tuning,4,53030;24850;15850;43594;23100;20830;9940;69626;358;70666
tuning,5,18602;20936;19576;18726;19254;4169;39008;22144;92670;23790
tuning,6,99709;1330;55176;2994;496;13514;10528;22160;54194;7150
tuning,7,56370;94560;96056;2774;54258;62944;19658;57048;36390;15022
tuning,8,53284;35155;12856;77080;72686;53421;97698;32734;87388;34814
tuning,9,69662;49174;15480;724;29126;36917;58240;69818;10310;4658
tuning,10,99020;99564;91580;74396;63343;62434;30194;50070;71866;70131
tuning,11,62764;70848;24043;34536;10310;51568;89896;46339;71876;26960
tuning,12,15874;20488;48244;60388;62044;47754;97636;83638;65974;27084
tuning,13,37220;41092;684;80784;58578;19128;28376;59164;75858;37654
tuning,14,65244;55686;64834;11164;3042;82992;61408;3747;30758;3636
tuning,15,9254;14262;84806;16780;64522;77496;45373;22872;9472;33110
tuning,16,99709;54194;96912;22160;8943;80668;26574;34542;5082;42789
tuning,17,2047;910;17382;23030;35456;94242;59164;77368;75309;522
tuning,18,22718;45764;96146;74836;63958;21320;21278;72456;40014;71646
tuning,19,97124;20376;52764;33556;13958;29734;36030;30242;13670;55150
tuning,20,87201;26528;88972;76563;90112;59280;16215;39084;71644;1071
tuning,21,21320;74836;40286;22718;28376;75858;69818;540;72456;21162
tuning,22,37220;88676;35124;26032;14160;98700;14992;64060;13880;98636
tuning,23,88972;76563;87201;26528;35494;90112;71644;49572;16215;8604
tuning,24,90350;98636;98731;37596;86180;90614;93798;33328;59096;12148
tuning,25,9312;14847;77306;51154;81854;77496;12428;61398;81372;31227
tuning,26,97120;6644;35728;31080;33206;24826;18426;35572;32020;6326
tuning,27,1080;2344;574;97120;62213;522;35114;27626;11032;6066
tuning,28,97120;6644;35728;31080;5946;24826;30758;33206;32020;18814
tuning,29,18794;39232;26556;40034;40971;40310;30904;98142;24458;2604
tuning,30,84858;72527;51470;15709;78760;4154;26970;71330;16116;2863
tuning,31,61556;76623;51702;16648;82659;7088;38345;10004;39403;5484
tuning,32,91992;92700;23671;26182;23570;23754;63030;69510;49452;5002
tuning,33,25442;49848;21656;50008;89808;26970;38750;19828;78760;23527
tuning,34,57089;85552;48834;16100;44702;2462;15419;732;11802;1342
tuning,35,78174;96238;5992;70237;10760;97440;25934;56490;66774;11758
tuning,36,1011;40868;57712;76818;85658;11220;33882;40946;12224;59461
tuning,37,24114;41060;10316;14902;4934;59770;3979;21652;7370;10972
tuning,38,95414;94002;89125;32302;40628;22416;25168;64484;18512;56558
tuning,39,2068;91243;98102;99516;99476;65880;93036;97959;10610;58484
tuning,40,99434;340;376;21016;53421;63880;7998;36044;30186;69619
tuning,41,99498;47582;98080;104;68945;86510;28034;76996;29068;77252
tuning,42,85584;43874;33638;17326;22546;45174;86016;32719;87728;27124
tuning,43,81074;69164;67560;76453;14064;3994;38086;2967;38016;5424
tuning,44,20952;22476;28912;17926;15200;2618;59580;36210;85676;42790
tuning,45,26970;3154;78760;5730;86259;82216;9392;25442;70954;25424
tuning,46,26919;20130;80658;97806;28188;23702;57876;2474;8451;10125
tuning,47,14726;1756;13190;57757;47424;29514;96804;7560;94954;12596
tuning,48,85328;79358;79646;70131;38920;63343;21694;50070;71866;51842
tuning,49,56930;32598;70214;25047;56160;37636;31946;81085;48154;14780
tuning,50,10276;51604;39102;39406;33270;80286;26276;57546;57410;26052
tuning,51,94748;86754;94570;94434;31584;75354;4539;75208;84240;89917
tuning,52,55576;78164;83094;22494;90476;17368;83552;19170;98194;90635
tuning,53,99916;24362;28812;37108;9762;54086;24772;6152;2078;22816
tuning,54,93798;86180;89151;98012;8550;83820;90350;98636;93800;6536
tuning,55,22718;45764;87902;96146;580;1322;83456;78590;8506;46412
tuning,56,60388;62044;22567;19274;36480;43625;41010;71348;68114;47926
tuning,57,85552;57089;48834;16100;2462;1342;6134;15419;44702;87520
tuning,58,2144;84276;11698;10540;79494;11696;19542;38964;99780;67772
tuning,59,50190;90712;44828;93591;15282;85110;7148;41472;2373;11698
tuning,60,16990;39105;31368;84806;86548;12134;77252;45770;91970;22500
tuning,61,67668;39642;86628;14206;87554;34776;20424;21712;32510;23338
tuning,62,23234;60662;90028;9064;96948;61945;12224;82770;19578;59502
tuning,63,21260;99678;32320;43054;3792;91033;1440;59776;9726;90208
