id,user_id,timestamp_micros
0,65,1509
1,96,4608
2,12,-3799
3,1,-4842
4,78,2887
5,60,1082
6,83,3337
7,0,-4978
8,49,-99
9,0,-4996
10,27,-2242
11,1,-4856
12,44,-551
13,13,-3696
14,54,477
15,40,-926
16,71,2157
17,28,-2114
18,41,-882
19,17,-3260
20,72,2247
21,12,-3746
22,65,1596
23,1,-4822
24,77,2731
25,68,1802
26,19,-3095
27,77,2782
28,61,1151
29,13,-3672
30,27,-2299
31,5,-4452
32,81,3104
33,14,-3538
34,95,4558
35,37,-1214
36,25,-2499
37,12,-3778
38,83,3361
39,12,-3770
40,5,-4458
41,17,-3234
42,87,3722
43,30,-1966
44,81,3103
45,86,3672
46,97,4744
47,3,-4626
48,93,4395
49,83,3360
50,75,2504
51,0,-4957
52,81,3119
53,7,-4274
54,79,2917
55,76,2616
56,79,2929
57,52,228
58,7,-4252
59,55,512
60,61,1181
61,59,930
62,83,3313
63,85,3542
64,55,517
65,99,4912
66,86,3686
67,51,178
68,39,-1098
69,2,-4770
70,79,2996
71,26,-2346
72,25,-2474
73,5,-4444
74,65,1505
75,80,3024
76,67,1727
77,0,-4924
78,6,-4328
79,11,-3850
80,52,251
81,97,4756
82,24,-2531
83,34,-1502
84,98,4855
85,82,3270
86,77,2766
87,0,-4917
88,64,1446
89,27,-2230
90,84,3420
91,0,-4931
92,96,4609
93,88,3880
94,21,-2884
95,96,4686
96,9,-4093
97,79,2968
98,51,153
99,0,-4947
100,34,-1541
101,1,-4816
102,82,3221
103,18,-3120
104,49,-53
105,10,-3904
106,44,-575
107,1,-4806
108,85,3567
109,56,658
110,62,1274
111,2,-4744
112,52,238
113,71,2164
114,49,-64
115,31,-1826
116,94,4447
117,15,-3488
118,70,2033
119,58,854
120,68,1859
121,13,-3624
122,57,777
123,84,3418
124,75,2515
125,10,-3980
126,34,-1548
127,68,1838
128,41,-839
129,80,3014
130,73,2300
131,5,-4412
132,36,-1325
133,6,-4314
134,68,1846
135,46,-326
136,57,782
137,54,410
138,86,3685
139,23,-2658
140,96,4671
141,1,-4899
142,42,-786
143,7,-4300
144,49,-83
145,70,2076
146,98,4882
147,40,-972
148,50,71
149,8,-4112
150,67,1726
151,21,-2804
152,80,3003
153,3,-4640
154,33,-1679
155,74,2454
156,45,-407
157,6,-4336
158,14,-3523
159,17,-3214
160,60,1040
161,60,1054
162,72,2216
163,3,-4622
164,85,3535
165,83,3390
166,76,2685
167,80,3064
168,95,4515
169,39,-1040
170,24,-2586
171,58,848
172,91,4176
173,1,-4839
174,96,4694
175,18,-3158
176,90,4003
177,77,2796
178,98,4870
179,66,1616
180,46,-353
181,27,-2260
182,26,-2370
183,4,-4534
184,29,-2095
185,59,940
186,57,740
187,9,-4072
188,49,-13
189,89,3954
190,59,941
191,29,-2070
192,93,4384
193,78,2860
194,36,-1399
195,71,2114
196,87,3701
197,44,-578
198,53,329
199,24,-2538
200,14,-3532
201,6,-4380
202,88,3876
203,36,-1330
204,19,-3053
205,71,2178
206,93,4361
207,75,2556
208,96,4644
209,97,4794
210,13,-3623
211,1,-4831
212,24,-2585
213,54,456
214,67,1777
215,11,-3892
216,37,-1253
217,73,2320
218,22,-2711
219,0,-4961
220,46,-397
221,79,2910
222,21,-2866
223,1,-4884
224,88,3830
225,91,4102
226,26,-2335
227,54,436
228,56,698
229,20,-2976
230,39,-1078
231,30,-1926
232,83,3379
233,2,-4781
234,99,4930
235,9,-4074
236,87,3771
237,47,-216
238,80,3097
239,2,-4773
240,51,158
241,69,1992
242,14,-3507
243,23,-2636
244,87,3797
245,19,-3082
246,10,-3903
247,1,-4823
248,46,-343
249,36,-1306
250,69,1973
251,72,2280
252,40,-941
253,59,974
254,80,3026
