id,user_id,timestamp_micros
0,93,21933
1,79,14536
2,68,9166
3,68,9204
4,65,7687
5,62,6138
6,9,-20263
7,71,10902
8,92,21171
9,12,-18532
10,39,-5087
11,67,8742
12,65,7683
13,19,-15450
14,48,-694
15,56,3158
16,52,1075
17,16,-16880
18,72,11285
19,99,24680
20,81,15551
21,72,11404
22,6,-21799
23,19,-15366
24,87,18949
25,75,12756
26,42,-3699
27,5,-22280
28,46,-1531
29,15,-17472
30,52,1437
31,1,-24218
32,81,15611
33,0,-24908
34,40,-4991
35,24,-12926
36,61,5967
37,47,-1242
38,6,-21566
39,98,24258
40,72,11379
41,68,9410
42,1,-24379
43,44,-2978
44,62,6335
45,2,-23854
46,48,-726
47,22,-13754
48,71,10797
49,12,-18536
50,55,2741
51,28,-10744
52,55,2615
53,1,-24184
54,75,12941
55,28,-10798
56,77,13529
57,61,5588
58,76,13485
59,6,-21518
60,28,-10705
61,1,-24362
62,8,-20855
63,26,-11766
64,95,22619
65,0,-24969
66,18,-15575
67,34,-7954
68,74,12234
69,0,-24836
70,49,-178
71,96,23160
72,70,10113
73,19,-15114
74,22,-13874
75,97,23680
76,63,6815
77,0,-24916
78,62,6062
79,69,9734
80,36,-6915
81,34,-7906
82,13,-18080
83,74,12236
84,83,16620
85,48,-714
86,36,-6695
87,24,-12990
88,68,9402
89,73,11780
90,17,-16222
91,75,12876
92,90,20172
93,95,22748
94,33,-8052
95,8,-20552
96,42,-3579
97,88,19378
98,97,23798
99,41,-4046
100,9,-20323
101,5,-22074
102,92,21117
103,35,-7406
104,88,19361
105,94,22186
106,85,17681
107,67,8892
108,45,-2481
109,37,-6240
110,26,-11798
111,8,-20862
112,46,-1688
113,0,-24987
114,31,-9191
115,13,-18274
116,97,23853
117,5,-22244
118,49,-83
119,55,2856
120,69,9811
121,2,-23698
122,45,-2047
123,52,1094
124,75,12635
125,8,-20772
126,21,-14195
127,54,2436
128,72,11355
129,47,-1022
130,87,18845
131,15,-17344
132,28,-10681
133,15,-17422
134,26,-11522
135,71,10514
136,76,13397
137,96,23066
138,17,-16192
139,3,-23204
140,92,21263
141,3,-23382
142,11,-19415
143,39,-5136
144,84,17097
145,14,-17988
146,95,22961
147,16,-16828
148,80,15415
149,61,5922
150,83,16978
151,12,-18970
152,88,19473
153,14,-17656
154,89,19928
155,40,-4662
156,70,10492
157,11,-19100
158,24,-12803
159,1,-24280
160,45,-2171
161,6,-21790
162,8,-20943
163,2,-23796
164,50,495
165,6,-21806
166,94,22421
167,14,-17716
168,52,1218
169,31,-9102
170,65,7717
171,0,-24802
172,21,-14215
173,26,-11724
174,65,7678
175,44,-2904
176,39,-5293
177,80,15094
178,54,2482
179,30,-9806
180,89,19975
181,32,-8910
182,49,-286
183,15,-17356
184,55,2718
185,48,-816
186,64,7361
187,36,-6682
188,99,24921
189,53,1760
190,76,13314
191,43,-3428
192,43,-3339
193,1,-24160
194,46,-1692
195,7,-21040
196,77,13902
197,4,-22646
198,22,-13839
199,0,-24654
200,78,14395
201,2,-23876
202,65,7832
203,11,-19430
204,51,831
205,8,-20612
206,36,-6647
207,80,15258
208,49,-243
209,37,-6272
210,17,-16220
211,26,-11888
212,88,19407
213,19,-15238
214,39,-5275
215,19,-15284
216,74,12461
217,18,-15546
218,14,-17623
219,32,-8792
220,75,12770
221,92,21270
222,71,10890
223,0,-24710
224,58,4051
225,22,-13756
226,98,24226
227,3,-23152
228,87,18545
229,5,-22230
230,76,13061
231,41,-4488
232,93,21611
233,27,-11046
234,93,21513
235,0,-24797
236,97,23501
237,83,16676
238,33,-8199
239,42,-3970
240,96,23403
241,18,-15834
242,27,-11074
243,11,-19462
244,96,23287
245,25,-12300
246,41,-4448
247,81,15840
248,90,20251
249,18,-15688
250,19,-15495
251,13,-18130
252,78,14179
253,19,-15396
254,87,18661
255,31,-9128
256,96,23043
257,29,-10322
258,19,-15108
259,3,-23276
260,95,22532
261,15,-17460
262,54,2338
263,2,-23530
264,88,19323
265,2,-23726
266,56,3496
267,45,-2078
268,92,21375
269,27,-11282
270,95,22958
271,76,13474
272,49,-263
273,34,-7556
274,26,-11831
275,47,-1198
276,70,10327
277,0,-24901
278,83,16584
279,78,14014
280,98,24317
281,1,-24400
282,31,-9258
283,2,-23526
284,83,16613
285,61,5654
286,90,20389
287,0,-24936
288,36,-6797
289,86,18290
290,61,5977
291,4,-22762
292,61,5770
293,54,2352
294,48,-603
295,77,13934
296,38,-5837
297,80,15374
298,12,-18596
299,6,-21526
300,77,13759
301,21,-14170
302,73,11745
303,92,21436
304,57,3624
305,11,-19406
306,67,8562
307,42,-3944
308,87,18787
309,27,-11222
310,91,20534
311,49,-412
312,83,16868
313,21,-14186
314,3,-23363
315,40,-4672
316,59,4781
317,0,-24548
318,16,-16834
319,69,9862
320,93,21593
321,0,-24845
322,63,6814
323,38,-5994
324,74,12143
